metro,year,selected_date,selected_quality_flag,baseline_08_01_date,baseline_08_01_core_diffuse_cloud_pct,baseline_08_01_diffuse_cloud_pct,selected_core_diffuse_cloud_pct,selected_diffuse_cloud_pct,selected_core_dark_or_empty_pct,selected_dark_or_empty_pct,status,requested_tiles,fetched_tiles,missing_tiles,width,height,actual_core_diffuse_cloud_pct,actual_diffuse_cloud_pct,actual_core_dark_or_empty_pct,actual_dark_or_empty_pct,actual_core_mean_brightness,actual_mean_brightness,output_path,refreshed_at_utc
jacksonville,2023,2023-04-01,clean,2023-08-01,9.44,9.35,1.31,5.97,0.00,0.00,written,2,2,0,1024,512,1.31,5.97,0.00,0.00,0.2913,0.3100,data/imagery/jacksonville/modis_rgb/2023.tif,2026-05-06T04:34:41.380600+00:00
las_vegas,2013,2013-04-26,cloudy_but_complete,2013-08-01,19.85,36.81,19.97,23.66,0.01,0.00,written,2,2,0,1024,512,19.97,23.66,0.01,0.00,0.3869,0.4077,data/imagery/las_vegas/modis_rgb/2013.tif,2026-05-06T04:34:42.386165+00:00
las_vegas,2014,2014-05-24,cloudy_but_complete,2014-08-01,34.58,51.47,14.92,20.79,0.00,0.00,written,2,2,0,1024,512,14.92,20.79,0.00,0.00,0.4105,0.4641,data/imagery/las_vegas/modis_rgb/2014.tif,2026-05-06T04:34:43.571690+00:00
las_vegas,2015,2015-11-19,cloudy_but_complete,2015-08-01,62.04,56.75,28.45,23.62,0.00,0.00,written,2,2,0,1024,512,28.45,23.62,0.00,0.00,0.5035,0.4715,data/imagery/las_vegas/modis_rgb/2015.tif,2026-05-06T04:34:44.424022+00:00
las_vegas,2016,2016-01-15,cloudy_but_complete,2016-08-01,71.85,71.40,10.65,9.17,0.00,0.00,written,2,2,0,1024,512,10.65,9.17,0.00,0.00,0.3358,0.3018,data/imagery/las_vegas/modis_rgb/2016.tif,2026-05-06T04:34:45.206166+00:00
las_vegas,2017,2017-04-05,cloudy_but_complete,2017-08-01,14.17,18.54,10.84,13.87,0.00,0.00,written,2,2,0,1024,512,10.84,13.87,0.00,0.00,0.4148,0.4114,data/imagery/las_vegas/modis_rgb/2017.tif,2026-05-06T04:34:46.081444+00:00
las_vegas,2018,2018-02-12,cloudy_but_complete,2018-08-01,38.66,33.84,16.86,25.59,0.00,0.00,written,2,2,0,1024,512,16.86,25.59,0.00,0.00,0.4166,0.4819,data/imagery/las_vegas/modis_rgb/2018.tif,2026-05-06T04:34:47.019415+00:00
las_vegas,2019,2019-08-30,cloudy_but_complete,2019-08-01,53.01,50.21,18.71,25.81,0.00,2.30,written,2,2,0,1024,512,18.71,25.81,0.00,2.30,0.4241,0.4557,data/imagery/las_vegas/modis_rgb/2019.tif,2026-05-06T04:34:47.924783+00:00
las_vegas,2020,2020-04-26,cloudy_but_complete,2020-08-01,36.70,43.83,10.71,23.43,0.00,1.94,written,2,2,0,1024,512,10.71,23.43,0.00,1.94,0.4219,0.4863,data/imagery/las_vegas/modis_rgb/2020.tif,2026-05-06T04:34:48.720025+00:00
las_vegas,2021,2021-08-20,cloudy_but_complete,2021-08-01,65.85,70.77,16.64,26.87,0.01,0.00,written,2,2,0,1024,512,16.64,26.87,0.01,0.00,0.4298,0.5217,data/imagery/las_vegas/modis_rgb/2021.tif,2026-05-06T04:34:49.695283+00:00
las_vegas,2022,2022-01-08,clean,2022-08-01,26.40,38.15,8.37,12.63,0.00,0.00,written,2,2,0,1024,512,8.37,12.63,0.00,0.00,0.3344,0.3577,data/imagery/las_vegas/modis_rgb/2022.tif,2026-05-06T04:34:50.582624+00:00
las_vegas,2023,2023-07-26,cloudy_but_complete,2023-08-01,68.49,49.88,10.01,13.19,0.00,0.00,written,2,2,0,1024,512,10.01,13.19,0.00,0.00,0.3507,0.3853,data/imagery/las_vegas/modis_rgb/2023.tif,2026-05-06T04:34:51.365996+00:00
nashville,2013,2013-07-01,clean,2013-08-01,1.11,1.99,0.06,0.15,0.00,0.00,written,1,1,0,512,512,0.06,0.15,0.00,0.00,0.1151,0.1314,data/imagery/nashville/modis_rgb/2013.tif,2026-05-06T04:34:51.903735+00:00
nashville,2014,2014-05-15,clean,2014-08-01,5.04,8.47,1.38,2.37,0.00,0.00,written,1,1,0,512,512,1.38,2.37,0.00,0.00,0.1648,0.2025,data/imagery/nashville/modis_rgb/2014.tif,2026-05-06T04:34:52.292356+00:00
nashville,2015,2015-07-01,clean,2015-08-01,1.61,1.78,0.16,0.99,0.00,0.00,written,1,1,0,512,512,0.16,0.99,0.00,0.00,0.1604,0.1912,data/imagery/nashville/modis_rgb/2015.tif,2026-05-06T04:34:52.907948+00:00
nashville,2016,2016-08-15,clean,2016-08-01,1.55,2.97,0.07,1.44,0.00,0.00,written,1,1,0,512,512,0.07,1.44,0.00,0.00,0.2426,0.2633,data/imagery/nashville/modis_rgb/2016.tif,2026-05-06T04:34:53.365218+00:00
nashville,2017,2017-07-01,clean,2017-08-01,19.29,15.84,0.67,0.81,0.00,0.00,written,1,1,0,512,512,0.67,0.81,0.00,0.00,0.2040,0.2037,data/imagery/nashville/modis_rgb/2017.tif,2026-05-06T04:34:53.863621+00:00
nashville,2018,2018-07-15,clean,2018-08-01,1.80,1.64,0.36,3.75,0.00,0.00,written,1,1,0,512,512,0.36,3.75,0.00,0.00,0.2459,0.2766,data/imagery/nashville/modis_rgb/2018.tif,2026-05-06T04:34:54.433898+00:00
nashville,2019,2019-08-01,clean,2019-08-01,1.06,1.49,1.06,1.49,0.00,0.00,written,1,1,0,512,512,1.06,1.49,0.00,0.00,0.2074,0.2354,data/imagery/nashville/modis_rgb/2019.tif,2026-05-06T04:34:54.851251+00:00
nashville,2020,2020-09-01,clean,2020-08-01,1.32,5.69,0.41,1.43,0.00,3.96,written,1,1,0,512,512,0.41,1.43,0.00,3.96,0.1973,0.2158,data/imagery/nashville/modis_rgb/2020.tif,2026-05-06T04:34:55.279569+00:00
nashville,2021,2021-06-15,clean,2021-08-01,1.89,1.75,1.26,2.77,0.00,0.00,written,1,1,0,512,512,1.26,2.77,0.00,0.00,0.1490,0.1910,data/imagery/nashville/modis_rgb/2021.tif,2026-05-06T04:34:55.720067+00:00
nashville,2022,2022-07-01,clean,2022-08-01,0.00,0.27,0.59,1.81,0.00,0.00,written,1,1,0,512,512,0.59,1.81,0.00,0.00,0.1594,0.2083,data/imagery/nashville/modis_rgb/2022.tif,2026-05-06T04:34:56.225274+00:00
nashville,2023,2023-06-15,clean,2023-08-01,2.17,1.25,0.55,5.97,0.00,0.00,written,1,1,0,512,512,0.55,5.97,0.00,0.00,0.1143,0.2028,data/imagery/nashville/modis_rgb/2023.tif,2026-05-06T04:34:56.797182+00:00
orlando,2013,2013-06-01,clean,2013-08-01,0.71,2.04,0.16,3.85,0.00,0.00,written,1,1,0,512,512,0.16,3.85,0.00,0.00,0.1396,0.2014,data/imagery/orlando/modis_rgb/2013.tif,2026-05-06T04:34:57.205316+00:00
orlando,2014,2014-05-01,clean,2014-08-01,4.40,7.03,0.94,0.88,0.00,0.00,written,1,1,0,512,512,0.94,0.88,0.00,0.00,0.1546,0.1541,data/imagery/orlando/modis_rgb/2014.tif,2026-05-06T04:34:57.670805+00:00
orlando,2015,2015-09-15,clean,2015-08-01,9.91,6.43,1.14,3.05,0.00,0.00,written,1,1,0,512,512,1.14,3.05,0.00,0.00,0.1749,0.1942,data/imagery/orlando/modis_rgb/2015.tif,2026-05-06T04:34:58.182042+00:00
orlando,2016,2016-05-15,clean,2016-08-01,8.60,11.40,0.99,1.28,0.00,0.00,written,1,1,0,512,512,0.99,1.28,0.00,0.00,0.1322,0.1411,data/imagery/orlando/modis_rgb/2016.tif,2026-05-06T04:34:58.624294+00:00
orlando,2017,2017-04-01,clean,2017-08-01,8.93,8.26,0.73,1.43,0.00,1.48,written,1,1,0,512,512,0.73,1.43,0.00,1.48,0.2471,0.2485,data/imagery/orlando/modis_rgb/2017.tif,2026-05-06T04:34:59.109448+00:00
orlando,2018,2018-04-01,clean,2018-08-01,11.24,8.57,0.55,1.67,0.00,3.89,written,1,1,0,512,512,0.55,1.67,0.00,3.89,0.1828,0.2097,data/imagery/orlando/modis_rgb/2018.tif,2026-05-06T04:34:59.581547+00:00
orlando,2019,2019-04-15,clean,2019-08-01,9.18,5.84,0.62,1.28,0.00,0.00,written,1,1,0,512,512,0.62,1.28,0.00,0.00,0.2123,0.2284,data/imagery/orlando/modis_rgb/2019.tif,2026-05-06T04:35:00.145339+00:00
orlando,2020,2020-10-15,clean,2020-08-01,1.77,1.10,1.58,3.05,0.00,2.90,written,1,1,0,512,512,1.58,3.05,0.00,2.90,0.1958,0.2240,data/imagery/orlando/modis_rgb/2020.tif,2026-05-06T04:35:00.565637+00:00
orlando,2021,2021-05-15,clean,2021-08-01,1.61,2.29,0.10,0.43,0.00,0.00,written,1,1,0,512,512,0.10,0.43,0.00,0.00,0.1639,0.1728,data/imagery/orlando/modis_rgb/2021.tif,2026-05-06T04:35:01.090411+00:00
orlando,2022,2022-05-15,clean,2022-08-01,2.39,4.44,0.45,0.65,0.00,0.00,written,1,1,0,512,512,0.45,0.65,0.00,0.00,0.1563,0.1620,data/imagery/orlando/modis_rgb/2022.tif,2026-05-06T04:35:01.614684+00:00
orlando,2023,2023-04-01,clean,2023-08-01,6.47,9.44,1.51,1.47,0.00,0.00,written,1,1,0,512,512,1.51,1.47,0.00,0.00,0.3372,0.3202,data/imagery/orlando/modis_rgb/2023.tif,2026-05-06T04:35:02.068010+00:00
phoenix,2013,2013-10-18,clean,2013-08-01,42.96,45.17,3.04,2.84,0.00,0.00,written,2,2,0,512,1024,3.04,2.84,0.00,0.00,0.3594,0.3356,data/imagery/phoenix/modis_rgb/2013.tif,2026-05-06T04:35:03.023252+00:00
phoenix,2014,2014-03-29,clean,2014-08-01,3.36,6.86,2.16,3.00,0.00,0.00,written,2,2,0,512,1024,2.16,3.00,0.00,0.00,0.3141,0.3289,data/imagery/phoenix/modis_rgb/2014.tif,2026-05-06T04:35:04.130249+00:00
phoenix,2015,2015-04-01,clean,2015-08-01,76.45,70.74,4.77,7.71,0.00,0.00,written,2,2,0,512,1024,4.77,7.71,0.00,0.00,0.3363,0.3702,data/imagery/phoenix/modis_rgb/2015.tif,2026-05-06T04:35:05.243182+00:00
phoenix,2016,2016-01-15,clean,2016-08-01,50.52,45.70,0.50,12.45,0.00,0.00,written,2,2,0,512,1024,0.50,12.45,0.00,0.00,0.2742,0.3557,data/imagery/phoenix/modis_rgb/2016.tif,2026-05-06T04:35:06.239551+00:00
phoenix,2017,2017-09-06,clean,2017-08-01,60.18,47.35,5.15,4.69,0.00,0.00,written,2,2,0,512,1024,5.15,4.69,0.00,0.00,0.4351,0.4055,data/imagery/phoenix/modis_rgb/2017.tif,2026-05-06T04:35:07.312817+00:00
phoenix,2018,2018-09-01,cloudy_but_complete,2018-08-01,69.14,74.32,10.24,10.30,0.00,0.01,written,2,2,0,512,1024,10.24,10.30,0.00,0.01,0.4204,0.3924,data/imagery/phoenix/modis_rgb/2018.tif,2026-05-06T04:35:08.195728+00:00
phoenix,2019,2019-10-01,clean,2019-08-01,63.13,48.88,1.34,3.14,0.00,0.00,written,2,2,0,512,1024,1.34,3.14,0.00,0.00,0.2615,0.3010,data/imagery/phoenix/modis_rgb/2019.tif,2026-05-06T04:35:09.029183+00:00
phoenix,2020,2020-04-15,clean,2020-08-01,6.46,11.61,0.74,3.87,0.00,0.00,written,2,2,0,512,1024,0.74,3.87,0.00,0.00,0.2551,0.2883,data/imagery/phoenix/modis_rgb/2020.tif,2026-05-06T04:35:10.215227+00:00
phoenix,2021,2021-10-15,clean,2021-08-01,36.57,46.32,6.55,6.67,0.00,0.00,written,2,2,0,512,1024,6.55,6.67,0.00,0.00,0.2987,0.2992,data/imagery/phoenix/modis_rgb/2021.tif,2026-05-06T04:35:11.265202+00:00
phoenix,2022,2022-08-15,cloudy_but_complete,2022-08-01,58.04,54.04,11.59,14.74,0.00,0.00,written,2,2,0,512,1024,11.59,14.74,0.00,0.00,0.4280,0.4330,data/imagery/phoenix/modis_rgb/2022.tif,2026-05-06T04:35:12.182813+00:00
phoenix,2023,2023-09-01,clean,2023-08-01,39.69,41.94,6.10,4.44,0.00,0.00,written,2,2,0,512,1024,6.10,4.44,0.00,0.00,0.2702,0.2694,data/imagery/phoenix/modis_rgb/2023.tif,2026-05-06T04:35:13.003140+00:00
raleigh,2013,2013-08-15,clean,2013-08-01,2.33,3.57,2.13,2.55,0.00,0.00,written,2,2,0,1024,512,2.13,2.55,0.00,0.00,0.2462,0.2513,data/imagery/raleigh/modis_rgb/2013.tif,2026-05-06T04:35:13.936722+00:00
raleigh,2014,2014-09-15,clean,2014-08-01,28.00,24.61,0.38,1.03,0.00,0.27,written,2,2,0,1024,512,0.38,1.03,0.00,0.27,0.2741,0.3082,data/imagery/raleigh/modis_rgb/2014.tif,2026-05-06T04:35:14.685338+00:00
raleigh,2015,2015-08-01,clean,2015-08-01,3.34,2.85,3.34,2.85,0.00,0.69,written,2,2,0,1024,512,3.34,2.85,0.00,0.69,0.2452,0.2764,data/imagery/raleigh/modis_rgb/2015.tif,2026-05-06T04:35:15.348638+00:00
raleigh,2016,2016-07-15,clean,2016-08-01,2.51,5.22,0.71,1.89,0.00,0.00,written,2,2,0,1024,512,0.71,1.89,0.00,0.00,0.1785,0.2370,data/imagery/raleigh/modis_rgb/2016.tif,2026-05-06T04:35:16.258203+00:00
raleigh,2017,2017-05-15,clean,2017-08-01,7.93,6.90,6.44,9.59,0.00,0.00,written,2,2,0,1024,512,6.44,9.59,0.00,0.00,0.2302,0.2919,data/imagery/raleigh/modis_rgb/2017.tif,2026-05-06T04:35:17.078607+00:00
raleigh,2018,2018-08-01,clean,2018-08-01,1.55,3.42,1.55,3.42,0.00,1.61,written,2,2,0,1024,512,1.55,3.42,0.00,1.61,0.1827,0.2307,data/imagery/raleigh/modis_rgb/2018.tif,2026-05-06T04:35:17.967022+00:00
raleigh,2019,2019-10-15,clean,2019-08-01,2.29,2.81,1.58,2.19,0.00,0.12,written,2,2,0,1024,512,1.58,2.19,0.00,0.12,0.2177,0.2633,data/imagery/raleigh/modis_rgb/2019.tif,2026-05-06T04:35:18.742271+00:00
raleigh,2020,2020-07-15,clean,2020-08-01,4.16,11.02,2.43,5.88,0.00,0.00,written,2,2,0,1024,512,2.43,5.88,0.00,0.00,0.3174,0.3386,data/imagery/raleigh/modis_rgb/2020.tif,2026-05-06T04:35:19.669735+00:00
raleigh,2021,2021-05-15,clean,2021-08-01,4.34,5.68,0.61,5.73,0.00,0.00,written,2,2,0,1024,512,0.61,5.73,0.00,0.00,0.2402,0.2783,data/imagery/raleigh/modis_rgb/2021.tif,2026-05-06T04:35:20.490905+00:00
raleigh,2022,2022-06-01,clean,2022-08-01,2.65,3.16,0.75,2.69,0.00,0.10,written,2,2,0,1024,512,0.75,2.69,0.00,0.10,0.2232,0.2741,data/imagery/raleigh/modis_rgb/2022.tif,2026-05-06T04:35:21.324044+00:00
raleigh,2023,2023-04-01,clean,2023-08-01,20.66,20.80,0.20,1.04,0.00,0.00,written,2,2,0,1024,512,0.20,1.04,0.00,0.00,0.3817,0.3381,data/imagery/raleigh/modis_rgb/2023.tif,2026-05-06T04:35:22.255127+00:00
san_antonio,2013,2013-08-15,clean,2013-08-01,0.64,0.52,2.62,11.03,0.00,0.00,written,2,2,0,1024,512,2.62,11.03,0.00,0.00,0.2903,0.3647,data/imagery/san_antonio/modis_rgb/2013.tif,2026-05-06T04:35:23.074439+00:00
san_antonio,2014,2014-06-15,clean,2014-08-01,0.49,0.97,0.27,1.05,0.00,0.00,written,2,2,0,1024,512,0.27,1.05,0.00,0.00,0.1797,0.1909,data/imagery/san_antonio/modis_rgb/2014.tif,2026-05-06T04:35:23.872683+00:00
san_antonio,2015,2015-08-01,clean,2015-08-01,0.00,0.00,0.00,0.00,0.00,0.00,written,2,2,0,1024,512,0.00,0.00,0.00,0.00,0.1685,0.1612,data/imagery/san_antonio/modis_rgb/2015.tif,2026-05-06T04:35:24.537063+00:00
san_antonio,2016,2016-07-15,clean,2016-08-01,0.02,0.05,0.01,0.54,0.00,3.40,written,2,2,0,1024,512,0.01,0.54,0.00,3.40,0.2077,0.2060,data/imagery/san_antonio/modis_rgb/2016.tif,2026-05-06T04:35:25.451406+00:00
san_antonio,2017,2017-08-01,clean,2017-08-01,0.00,0.03,0.00,0.03,0.00,0.00,written,2,2,0,1024,512,0.00,0.03,0.00,0.00,0.2152,0.1996,data/imagery/san_antonio/modis_rgb/2017.tif,2026-05-06T04:35:26.335019+00:00
san_antonio,2018,2018-07-01,clean,2018-08-01,3.85,12.97,0.02,0.01,0.00,0.00,written,2,2,0,1024,512,0.02,0.01,0.00,0.00,0.1659,0.1535,data/imagery/san_antonio/modis_rgb/2018.tif,2026-05-06T04:35:27.120459+00:00
san_antonio,2019,2019-07-15,clean,2019-08-01,0.09,0.95,0.01,2.28,0.00,0.00,written,2,2,0,1024,512,0.01,2.28,0.00,0.00,0.1818,0.2179,data/imagery/san_antonio/modis_rgb/2019.tif,2026-05-06T04:35:27.976575+00:00
san_antonio,2020,2020-07-01,clean,2020-08-01,0.00,0.00,0.00,0.04,0.00,0.00,written,2,2,0,1024,512,0.00,0.04,0.00,0.00,0.1787,0.1819,data/imagery/san_antonio/modis_rgb/2020.tif,2026-05-06T04:35:28.780999+00:00
san_antonio,2021,2021-08-15,clean,2021-08-01,1.75,1.91,0.21,3.38,0.00,0.00,written,2,2,0,1024,512,0.21,3.38,0.00,0.00,0.2326,0.2846,data/imagery/san_antonio/modis_rgb/2021.tif,2026-05-06T04:35:29.635015+00:00
san_antonio,2022,2022-08-15,clean,2022-08-01,9.94,12.96,0.02,0.08,0.00,0.00,written,2,2,0,1024,512,0.02,0.08,0.00,0.00,0.2291,0.2217,data/imagery/san_antonio/modis_rgb/2022.tif,2026-05-06T04:35:30.557090+00:00
san_antonio,2023,2023-07-01,clean,2023-08-01,0.26,1.15,0.10,0.56,0.00,0.00,written,2,2,0,1024,512,0.10,0.56,0.00,0.00,0.1851,0.1906,data/imagery/san_antonio/modis_rgb/2023.tif,2026-05-06T04:35:31.495822+00:00
tampa,2013,2013-06-15,clean,2013-08-01,5.27,4.48,1.19,1.16,0.00,0.00,written,1,1,0,512,512,1.19,1.16,0.00,0.00,0.1250,0.1501,data/imagery/tampa/modis_rgb/2013.tif,2026-05-06T04:35:31.909365+00:00
tampa,2014,2014-04-15,clean,2014-08-01,1.67,4.32,0.13,0.24,0.00,0.00,written,1,1,0,512,512,0.13,0.24,0.00,0.00,0.1707,0.1730,data/imagery/tampa/modis_rgb/2014.tif,2026-05-06T04:35:32.339716+00:00
tampa,2015,2015-05-15,clean,2015-08-01,18.28,12.78,0.41,0.81,0.00,0.00,written,1,1,0,512,512,0.41,0.81,0.00,0.00,0.1376,0.1501,data/imagery/tampa/modis_rgb/2015.tif,2026-05-06T04:35:32.803922+00:00
tampa,2016,2016-05-15,clean,2016-08-01,16.77,12.18,0.58,4.07,0.00,0.00,written,1,1,0,512,512,0.58,4.07,0.00,0.00,0.1266,0.1865,data/imagery/tampa/modis_rgb/2016.tif,2026-05-06T04:35:33.239582+00:00
tampa,2017,2017-05-15,clean,2017-08-01,5.51,5.94,0.30,1.71,0.00,0.00,written,1,1,0,512,512,0.30,1.71,0.00,0.00,0.1362,0.1552,data/imagery/tampa/modis_rgb/2017.tif,2026-05-06T04:35:33.633867+00:00
tampa,2018,2018-07-01,clean,2018-08-01,6.20,6.88,0.60,2.06,0.00,0.00,written,1,1,0,512,512,0.60,2.06,0.00,0.00,0.1645,0.1861,data/imagery/tampa/modis_rgb/2018.tif,2026-05-06T04:35:34.058586+00:00
tampa,2019,2019-04-15,clean,2019-08-01,2.21,5.11,1.85,1.79,0.00,0.00,written,1,1,0,512,512,1.85,1.79,0.00,0.00,0.2069,0.2121,data/imagery/tampa/modis_rgb/2019.tif,2026-05-06T04:35:34.560146+00:00
tampa,2020,2020-04-15,clean,2020-08-01,5.70,5.99,0.27,1.67,0.00,0.00,written,1,1,0,512,512,0.27,1.67,0.00,0.00,0.1569,0.1969,data/imagery/tampa/modis_rgb/2020.tif,2026-05-06T04:35:34.943516+00:00
tampa,2021,2021-05-01,clean,2021-08-01,4.02,3.48,1.88,2.18,0.00,0.00,written,1,1,0,512,512,1.88,2.18,0.00,0.00,0.2028,0.1931,data/imagery/tampa/modis_rgb/2021.tif,2026-05-06T04:35:35.326443+00:00
tampa,2022,2022-05-15,clean,2022-08-01,12.66,22.14,1.51,3.63,0.00,3.72,written,1,1,0,512,512,1.51,3.63,0.00,3.72,0.2774,0.2320,data/imagery/tampa/modis_rgb/2022.tif,2026-05-06T04:35:35.807510+00:00
tampa,2023,2023-07-01,clean,2023-08-01,3.48,5.41,2.19,2.76,0.00,0.00,written,1,1,0,512,512,2.19,2.76,0.00,0.00,0.1516,0.1739,data/imagery/tampa/modis_rgb/2023.tif,2026-05-06T04:35:36.345840+00:00
